"Velocity:0","Velocity:1","Velocity:2","Velocity Magnitude","Pressure","Points:0","Points:1","Points:2"
0.8312,-0.01237,0,0.8313,-0.008936,4.104,2.694,0
0.8292,-0.01221,0,0.8293,-0.007856,4.133,2.694,0
0.8265,-0.01199,0,0.8266,-0.00638,4.172,2.694,0
0.8235,-0.01175,0,0.8236,-0.004763,4.215,2.694,0
0.8209,-0.01152,0,0.821,-0.003284,4.254,2.694,0
0.819,-0.01135,0,0.8191,-0.0022,4.282,2.694,0
0.8181,-0.01127,0,0.8182,-0.001703,4.295,2.694,0
0.8156,-0.01198,0,0.8157,-0.00946,4.091,2.7,0
0.8147,-0.01191,0,0.8148,-0.008966,4.104,2.7,0
0.8127,-0.01176,0,0.8128,-0.007887,4.133,2.7,0
0.81,-0.01155,0,0.8101,-0.006412,4.172,2.7,0
0.8071,-0.01131,0,0.8071,-0.004795,4.215,2.7,0
0.8044,-0.01109,0,0.8045,-0.003316,4.254,2.7,0
0.8026,-0.01093,0,0.8026,-0.002233,4.282,2.7,0
0.8017,-0.01085,0,0.8018,-0.001737,4.295,2.7,0
1.047,-0.01784,0,1.047,-0.001107,4.295,2.6,0
1.046,-0.01773,0,1.046,-0.0006052,4.309,2.6,0
1.044,-0.01749,0,1.044,0.0004895,4.337,2.6,0
1.041,-0.01716,0,1.042,0.001984,4.376,2.6,0
1.038,-0.01679,0,1.038,0.003619,4.419,2.6,0
1.036,-0.01644,0,1.036,0.005111,4.458,2.6,0
1.034,-0.01618,0,1.034,0.006202,4.487,2.6,0
1.033,-0.01606,0,1.033,0.006701,4.5,2.6,0
1.032,-0.01737,0,1.032,-0.001155,4.295,2.606,0
1.031,-0.01727,0,1.031,-0.0006538,4.309,2.606,0
1.029,-0.01703,0,1.029,0.0004399,4.337,2.606,0
1.026,-0.01671,0,1.027,0.001933,4.376,2.606,0
1.023,-0.01634,0,1.024,0.003566,4.419,2.606,0
1.021,-0.016,0,1.021,0.005057,4.458,2.606,0
1.019,-0.01575,0,1.019,0.006147,4.487,2.606,0
1.018,-0.01563,0,1.018,0.006646,4.5,2.606,0
0.9991,-0.01636,0,0.9992,-0.001256,4.295,2.62,0
0.9981,-0.01626,0,0.9983,-0.0007559,4.309,2.62,0
0.9961,-0.01603,0,0.9962,0.0003358,4.337,2.62,0
0.9933,-0.01572,0,0.9934,0.001826,4.376,2.62,0
0.9903,-0.01537,0,0.9905,0.003456,4.419,2.62,0
0.9877,-0.01504,0,0.9878,0.004944,4.458,2.62,0
0.9857,-0.0148,0,0.9858,0.006032,4.487,2.62,0
0.9848,-0.01469,0,0.9849,0.00653,4.5,2.62,0
0.953,-0.01499,0,0.9531,-0.001386,4.295,2.64,0
0.9521,-0.01489,0,0.9522,-0.0008867,4.309,2.64,0
0.9501,-0.01468,0,0.9502,0.0002025,4.337,2.64,0
0.9473,-0.01439,0,0.9474,0.001689,4.376,2.64,0
0.9444,-0.01406,0,0.9445,0.003316,4.419,2.64,0
0.9418,-0.01375,0,0.9419,0.0048,4.458,2.64,0
0.9399,-0.01352,0,0.94,0.005886,4.487,2.64,0
0.939,-0.01342,0,0.9391,0.006383,4.5,2.64,0
0.9015,-0.01352,0,0.9016,-0.001517,4.295,2.66,0
0.9006,-0.01343,0,0.9007,-0.001019,4.309,2.66,0
0.8987,-0.01323,0,0.8987,6.768e-05,4.337,2.66,0
0.896,-0.01296,0,0.8961,0.001551,4.376,2.66,0
0.8931,-0.01265,0,0.8932,0.003174,4.419,2.66,0
0.8906,-0.01237,0,0.8907,0.004655,4.458,2.66,0
0.8887,-0.01216,0,0.8888,0.005739,4.487,2.66,0
0.8879,-0.01206,0,0.888,0.006235,4.5,2.66,0
0.8536,-0.01221,0,0.8537,-0.001628,4.295,2.68,0
0.8528,-0.01213,0,0.8528,-0.001131,4.309,2.68,0
0.8508,-0.01194,0,0.8509,-4.572e-05,4.337,2.68,0
0.8483,-0.01169,0,0.8483,0.001435,4.376,2.68,0
0.8455,-0.01141,0,0.8456,0.003056,4.419,2.68,0
0.843,-0.01114,0,0.8431,0.004534,4.458,2.68,0
0.8412,-0.01095,0,0.8413,0.005616,4.487,2.68,0
0.8404,-0.01086,0,0.8404,0.006111,4.5,2.68,0
0.8181,-0.01127,0,0.8182,-0.001703,4.295,2.694,0
0.8172,-0.01119,0,0.8173,-0.001207,4.309,2.694,0
0.8154,-0.01102,0,0.8154,-0.0001232,4.337,2.694,0
0.8128,-0.01078,0,0.8129,0.001356,4.376,2.694,0
0.8101,-0.01052,0,0.8102,0.002975,4.419,2.694,0
0.8077,-0.01027,0,0.8078,0.004452,4.458,2.694,0
0.8059,-0.01008,0,0.806,0.005533,4.487,2.694,0
0.8052,-0.01,0,0.8052,0.006027,4.5,2.694,0
0.8017,-0.01085,0,0.8018,-0.001737,4.295,2.7,0
0.8008,-0.01078,0,0.8009,-0.001241,4.309,2.7,0
0.799,-0.01061,0,0.7991,-0.0001572,4.337,2.7,0
0.7965,-0.01038,0,0.7966,0.001322,4.376,2.7,0
0.7938,-0.01012,0,0.7939,0.00294,4.419,2.7,0
0.7914,-0.009876,0,0.7915,0.004416,4.458,2.7,0
0.7897,-0.009698,0,0.7898,0.005496,4.487,2.7,0
0.7889,-0.009615,0,0.789,0.00599,4.5,2.7,0
0.9641,-0.01685,0,0.9643,-0.06564,2.25,2.7,0
0.9631,-0.01686,0,0.9632,-0.06541,2.263,2.7,0
0.9608,-0.01689,0,0.961,-0.06489,2.292,2.7,0
0.9577,-0.01691,0,0.9579,-0.06417,2.331,2.7,0
0.9543,-0.01692,0,0.9544,-0.06333,2.374,2.7,0
0.9511,-0.01693,0,0.9513,-0.06254,2.413,2.7,0
0.9488,-0.01693,0,0.949,-0.06194,2.441,2.7,0
0.9477,-0.01692,0,0.9479,-0.06166,2.455,2.7,0
0.9555,-0.0166,0,0.9556,-0.06563,2.25,2.703,0
0.9545,-0.01661,0,0.9546,-0.0654,2.263,2.703,0
0.9522,-0.01663,0,0.9523,-0.06489,2.292,2.703,0
0.9491,-0.01665,0,0.9492,-0.06416,2.331,2.703,0
0.9457,-0.01666,0,0.9458,-0.06333,2.374,2.703,0
0.9425,-0.01667,0,0.9426,-0.06253,2.413,2.703,0
0.9402,-0.01667,0,0.9403,-0.06193,2.441,2.703,0
0.9391,-0.01666,0,0.9392,-0.06165,2.455,2.703,0
0.9365,-0.01605,0,0.9366,-0.06561,2.25,2.71,0
0.9355,-0.01606,0,0.9356,-0.06538,2.263,2.71,0
0.9332,-0.01608,0,0.9333,-0.06487,2.292,2.71,0
0.9301,-0.01609,0,0.9302,-0.06415,2.331,2.71,0
0.9266,-0.0161,0,0.9268,-0.06331,2.374,2.71,0
0.9235,-0.0161,0,0.9236,-0.06252,2.413,2.71,0
0.9211,-0.01609,0,0.9213,-0.06192,2.441,2.71,0
0.9201,-0.01609,0,0.9202,-0.06164,2.455,2.71,0
0.9102,-0.01529,0,0.9103,-0.06559,2.25,2.72,0
0.9092,-0.0153,0,0.9093,-0.06536,2.263,2.72,0
0.9069,-0.01531,0,0.907,-0.06485,2.292,2.72,0
0.9038,-0.01532,0,0.9039,-0.06413,2.331,2.72,0
0.9003,-0.01533,0,0.9005,-0.0633,2.374,2.72,0
0.8972,-0.01532,0,0.8973,-0.06251,2.413,2.72,0
0.8948,-0.01531,0,0.895,-0.06191,2.441,2.72,0
0.8938,-0.01531,0,0.8939,-0.06163,2.455,2.72,0
0.881,-0.01447,0,0.8811,-0.06557,2.25,2.73,0
0.88,-0.01447,0,0.8801,-0.06535,2.263,2.73,0
0.8777,-0.01448,0,0.8778,-0.06484,2.292,2.73,0
0.8746,-0.01448,0,0.8747,-0.06412,2.331,2.73,0
0.8711,-0.01448,0,0.8712,-0.06329,2.374,2.73,0
0.868,-0.01447,0,0.8681,-0.0625,2.413,2.73,0
0.8656,-0.01446,0,0.8658,-0.06191,2.441,2.73,0
0.8646,-0.01445,0,0.8647,-0.06163,2.455,2.73,0
0.8539,-0.01371,0,0.854,-0.06556,2.25,2.74,0
0.8529,-0.01371,0,0.853,-0.06533,2.263,2.74,0
0.8506,-0.01372,0,0.8507,-0.06483,2.292,2.74,0
0.8475,-0.01372,0,0.8476,-0.06411,2.331,2.74,0
0.844,-0.01371,0,0.8442,-0.06328,2.374,2.74,0
0.8409,-0.0137,0,0.841,-0.0625,2.413,2.74,0
0.8386,-0.01368,0,0.8387,-0.0619,2.441,2.74,0
0.8375,-0.01368,0,0.8376,-0.06162,2.455,2.74,0
0.8338,-0.01316,0,0.8339,-0.06555,2.25,2.747,0
0.8328,-0.01316,0,0.8329,-0.06533,2.263,2.747,0
0.8305,-0.01316,0,0.8306,-0.06482,2.292,2.747,0
0.8274,-0.01316,0,0.8275,-0.0641,2.331,2.747,0
0.824,-0.01315,0,0.8241,-0.06328,2.374,2.747,0
0.8208,-0.01313,0,0.8209,-0.0625,2.413,2.747,0
0.8185,-0.01312,0,0.8186,-0.0619,2.441,2.747,0
0.8175,-0.01311,0,0.8176,-0.06162,2.455,2.747,0
0.8245,-0.01291,0,0.8246,-0.06555,2.25,2.75,0
0.8235,-0.01291,0,0.8236,-0.06532,2.263,2.75,0
0.8212,-0.01291,0,0.8213,-0.06482,2.292,2.75,0
0.8181,-0.0129,0,0.8182,-0.0641,2.331,2.75,0
0.8147,-0.01289,0,0.8148,-0.06328,2.374,2.75,0
0.8116,-0.01287,0,0.8117,-0.06249,2.413,2.75,0
0.8093,-0.01286,0,0.8094,-0.0619,2.441,2.75,0
0.8082,-0.01285,0,0.8083,-0.06162,2.455,2.75,0
0.9477,-0.01692,0,0.9479,-0.06166,2.455,2.7,0
0.9467,-0.01692,0,0.9468,-0.06137,2.468,2.7,0
0.9443,-0.01691,0,0.9445,-0.06074,2.496,2.7,0
0.9411,-0.0169,0,0.9412,-0.05986,2.535,2.7,0
0.9376,-0.01687,0,0.9377,-0.05885,2.578,2.7,0
0.9343,-0.01683,0,0.9345,-0.05791,2.617,2.7,0
0.9319,-0.01681,0,0.9321,-0.0572,2.646,2.7,0
0.9308,-0.01679,0,0.931,-0.05688,2.659,2.7,0
0.9391,-0.01666,0,0.9392,-0.06165,2.455,2.703,0
0.938,-0.01666,0,0.9382,-0.06137,2.468,2.703,0
0.9357,-0.01665,0,0.9358,-0.06074,2.496,2.703,0
0.9324,-0.01663,0,0.9326,-0.05985,2.535,2.703,0
0.9289,-0.0166,0,0.9291,-0.05885,2.578,2.703,0
0.9257,-0.01657,0,0.9258,-0.05791,2.617,2.703,0
0.9233,-0.01654,0,0.9234,-0.0572,2.646,2.703,0
0.9222,-0.01653,0,0.9223,-0.05687,2.659,2.703,0
0.9201,-0.01609,0,0.9202,-0.06164,2.455,2.71,0
0.919,-0.01609,0,0.9191,-0.06136,2.468,2.71,0
0.9167,-0.01607,0,0.9168,-0.06073,2.496,2.71,0
0.9134,-0.01605,0,0.9136,-0.05985,2.535,2.71,0
0.9099,-0.01602,0,0.91,-0.05885,2.578,2.71,0
0.9066,-0.01598,0,0.9068,-0.05791,2.617,2.71,0
0.9043,-0.01595,0,0.9044,-0.0572,2.646,2.71,0
0.9032,-0.01594,0,0.9033,-0.05687,2.659,2.71,0
0.8938,-0.01531,0,0.8939,-0.06163,2.455,2.72,0
0.8927,-0.0153,0,0.8928,-0.06135,2.468,2.72,0
0.8904,-0.01529,0,0.8905,-0.06072,2.496,2.72,0
0.8871,-0.01526,0,0.8873,-0.05984,2.535,2.72,0
0.8836,-0.01523,0,0.8837,-0.05884,2.578,2.72,0
0.8804,-0.01519,0,0.8805,-0.05791,2.617,2.72,0
0.878,-0.01516,0,0.8781,-0.0572,2.646,2.72,0
0.8769,-0.01514,0,0.877,-0.05687,2.659,2.72,0
0.8646,-0.01445,0,0.8647,-0.06163,2.455,2.73,0
0.8635,-0.01445,0,0.8636,-0.06135,2.468,2.73,0
0.8612,-0.01443,0,0.8613,-0.06072,2.496,2.73,0
0.858,-0.0144,0,0.8581,-0.05984,2.535,2.73,0
0.8544,-0.01436,0,0.8546,-0.05884,2.578,2.73,0
0.8512,-0.01432,0,0.8513,-0.05791,2.617,2.73,0
0.8488,-0.01429,0,0.849,-0.0572,2.646,2.73,0
0.8478,-0.01428,0,0.8479,-0.05688,2.659,2.73,0
0.8375,-0.01368,0,0.8376,-0.06162,2.455,2.74,0
0.8364,-0.01367,0,0.8366,-0.06134,2.468,2.74,0
0.8341,-0.01365,0,0.8342,-0.06072,2.496,2.74,0
0.8309,-0.01362,0,0.831,-0.05984,2.535,2.74,0
0.8274,-0.01358,0,0.8275,-0.05885,2.578,2.74,0
0.8242,-0.01354,0,0.8243,-0.05791,2.617,2.74,0
0.8219,-0.0135,0,0.822,-0.05721,2.646,2.74,0
0.8208,-0.01349,0,0.8209,-0.05688,2.659,2.74,0
0.8175,-0.01311,0,0.8176,-0.06162,2.455,2.747,0
0.8164,-0.0131,0,0.8165,-0.06134,2.468,2.747,0
0.8141,-0.01308,0,0.8142,-0.06072,2.496,2.747,0
0.8109,-0.01305,0,0.811,-0.05984,2.535,2.747,0
0.8074,-0.01301,0,0.8075,-0.05885,2.578,2.747,0
0.8042,-0.01296,0,0.8044,-0.05791,2.617,2.747,0
0.8019,-0.01293,0,0.802,-0.05721,2.646,2.747,0
0.8008,-0.01291,0,0.8009,-0.05688,2.659,2.747,0
0.8082,-0.01285,0,0.8083,-0.06162,2.455,2.75,0
0.8072,-0.01284,0,0.8073,-0.06134,2.468,2.75,0
0.8049,-0.01282,0,0.805,-0.06072,2.496,2.75,0
0.8017,-0.01279,0,0.8018,-0.05984,2.535,2.75,0
0.7982,-0.01275,0,0.7983,-0.05885,2.578,2.75,0
0.795,-0.0127,0,0.7951,-0.05791,2.617,2.75,0
0.7927,-0.01267,0,0.7928,-0.05721,2.646,2.75,0
0.7916,-0.01265,0,0.7917,-0.05689,2.659,2.75,0
0.9308,-0.01679,0,0.931,-0.05688,2.659,2.7,0
0.9297,-0.01678,0,0.9299,-0.05654,2.672,2.7,0
0.9273,-0.01674,0,0.9275,-0.05581,2.701,2.7,0
0.924,-0.01669,0,0.9242,-0.05479,2.74,2.7,0
0.9204,-0.01663,0,0.9206,-0.05364,2.783,2.7,0
0.9171,-0.01657,0,0.9173,-0.05257,2.822,2.7,0
0.9147,-0.01651,0,0.9149,-0.05177,2.851,2.7,0
0.9136,-0.01649,0,0.9138,-0.0514,2.864,2.7,0
0.9222,-0.01653,0,0.9223,-0.05687,2.659,2.703,0
0.9211,-0.01651,0,0.9212,-0.05654,2.672,2.703,0
0.9187,-0.01648,0,0.9188,-0.05581,2.701,2.703,0
0.9154,-0.01642,0,0.9155,-0.05479,2.74,2.703,0
0.9118,-0.01636,0,0.9119,-0.05364,2.783,2.703,0
0.9085,-0.01629,0,0.9086,-0.05257,2.822,2.703,0
0.9061,-0.01624,0,0.9062,-0.05178,2.851,2.703,0
0.905,-0.01622,0,0.9051,-0.05141,2.864,2.703,0
0.9032,-0.01594,0,0.9033,-0.05687,2.659,2.71,0
0.9021,-0.01592,0,0.9022,-0.05654,2.672,2.71,0
0.8997,-0.01589,0,0.8998,-0.05581,2.701,2.71,0
0.8964,-0.01584,0,0.8965,-0.05479,2.74,2.71,0
0.8928,-0.01577,0,0.8929,-0.05365,2.783,2.71,0
0.8895,-0.01571,0,0.8897,-0.05258,2.822,2.71,0
0.8871,-0.01565,0,0.8872,-0.05178,2.851,2.71,0
0.886,-0.01563,0,0.8861,-0.05141,2.864,2.71,0
0.8769,-0.01514,0,0.877,-0.05687,2.659,2.72,0
0.8758,-0.01513,0,0.8759,-0.05654,2.672,2.72,0
0.8734,-0.01509,0,0.8735,-0.05581,2.701,2.72,0
0.8702,-0.01504,0,0.8703,-0.05479,2.74,2.72,0
0.8666,-0.01497,0,0.8667,-0.05365,2.783,2.72,0
0.8633,-0.0149,0,0.8634,-0.05258,2.822,2.72,0
0.8609,-0.01485,0,0.861,-0.05179,2.851,2.72,0
0.8598,-0.01483,0,0.86,-0.05142,2.864,2.72,0
0.8478,-0.01428,0,0.8479,-0.05688,2.659,2.73,0
0.8467,-0.01426,0,0.8468,-0.05655,2.672,2.73,0
0.8443,-0.01422,0,0.8444,-0.05582,2.701,2.73,0
0.8411,-0.01417,0,0.8412,-0.0548,2.74,2.73,0
0.8375,-0.0141,0,0.8376,-0.05366,2.783,2.73,0
0.8343,-0.01403,0,0.8344,-0.05259,2.822,2.73,0
0.8319,-0.01398,0,0.832,-0.0518,2.851,2.73,0
0.8308,-0.01396,0,0.8309,-0.05143,2.864,2.73,0
0.8208,-0.01349,0,0.8209,-0.05688,2.659,2.74,0
0.8197,-0.01347,0,0.8198,-0.05655,2.672,2.74,0
0.8174,-0.01343,0,0.8175,-0.05582,2.701,2.74,0
0.8141,-0.01338,0,0.8143,-0.05481,2.74,2.74,0
0.8106,-0.01331,0,0.8107,-0.05367,2.783,2.74,0
0.8074,-0.01324,0,0.8075,-0.0526,2.822,2.74,0
0.8051,-0.01319,0,0.8052,-0.05181,2.851,2.74,0
0.804,-0.01317,0,0.8041,-0.05144,2.864,2.74,0
0.8008,-0.01291,0,0.8009,-0.05688,2.659,2.747,0
0.7998,-0.0129,0,0.7999,-0.05656,2.672,2.747,0
0.7974,-0.01286,0,0.7975,-0.05583,2.701,2.747,0
0.7942,-0.0128,0,0.7943,-0.05481,2.74,2.747,0
0.7907,-0.01274,0,0.7908,-0.05367,2.783,2.747,0
0.7876,-0.01267,0,0.7877,-0.05261,2.822,2.747,0
0.7852,-0.01262,0,0.7853,-0.05182,2.851,2.747,0
0.7842,-0.0126,0,0.7843,-0.05145,2.864,2.747,0
0.7916,-0.01265,0,0.7917,-0.05689,2.659,2.75,0
0.7906,-0.01264,0,0.7907,-0.05656,2.672,2.75,0
0.7882,-0.0126,0,0.7883,-0.05583,2.701,2.75,0
0.7851,-0.01254,0,0.7852,-0.05482,2.74,2.75,0
0.7816,-0.01247,0,0.7817,-0.05368,2.783,2.75,0
0.7784,-0.01241,0,0.7785,-0.05261,2.822,2.75,0
0.7761,-0.01236,0,0.7762,-0.05182,2.851,2.75,0
0.775,-0.01234,0,0.7751,-0.05145,2.864,2.75,0
0.9136,-0.01649,0,0.9138,-0.0514,2.864,2.7,0
0.9125,-0.01647,0,0.9127,-0.05103,2.877,2.7,0
0.9101,-0.01641,0,0.9102,-0.05021,2.905,2.7,0
0.9068,-0.01633,0,0.9069,-0.04907,2.945,2.7,0
0.9032,-0.01623,0,0.9033,-0.0478,2.987,2.7,0
0.8999,-0.01614,0,0.9,-0.04663,3.026,2.7,0
0.8975,-0.01607,0,0.8976,-0.04575,3.055,2.7,0
0.8963,-0.01604,0,0.8965,-0.04535,3.068,2.7,0
0.905,-0.01622,0,0.9051,-0.05141,2.864,2.703,0
0.9039,-0.0162,0,0.904,-0.05103,2.877,2.703,0
0.9015,-0.01614,0,0.9016,-0.05021,2.905,2.703,0
0.8982,-0.01606,0,0.8983,-0.04908,2.945,2.703,0
0.8945,-0.01596,0,0.8947,-0.04781,2.987,2.703,0
0.8913,-0.01587,0,0.8914,-0.04663,3.026,2.703,0
0.8888,-0.0158,0,0.889,-0.04575,3.055,2.703,0
0.8877,-0.01577,0,0.8879,-0.04535,3.068,2.703,0
0.886,-0.01563,0,0.8861,-0.05141,2.864,2.71,0
0.8849,-0.01561,0,0.885,-0.05104,2.877,2.71,0
0.8825,-0.01555,0,0.8826,-0.05022,2.905,2.71,0
0.8792,-0.01547,0,0.8793,-0.04908,2.945,2.71,0
0.8756,-0.01538,0,0.8758,-0.04782,2.987,2.71,0
0.8723,-0.01528,0,0.8725,-0.04664,3.026,2.71,0
0.8699,-0.01522,0,0.8701,-0.04576,3.055,2.71,0
0.8688,-0.01518,0,0.869,-0.04536,3.068,2.71,0
0.8598,-0.01483,0,0.86,-0.05142,2.864,2.72,0
0.8587,-0.0148,0,0.8589,-0.05105,2.877,2.72,0
0.8563,-0.01475,0,0.8565,-0.05023,2.905,2.72,0
0.8531,-0.01467,0,0.8532,-0.04909,2.945,2.72,0
0.8495,-0.01458,0,0.8496,-0.04783,2.987,2.72,0
0.8462,-0.01449,0,0.8464,-0.04665,3.026,2.72,0
0.8439,-0.01442,0,0.844,-0.04578,3.055,2.72,0
0.8428,-0.01439,0,0.8429,-0.04538,3.068,2.72,0
0.8308,-0.01396,0,0.8309,-0.05143,2.864,2.73,0
0.8297,-0.01393,0,0.8298,-0.05106,2.877,2.73,0
0.8273,-0.01388,0,0.8275,-0.05024,2.905,2.73,0
0.8241,-0.0138,0,0.8242,-0.04911,2.945,2.73,0
0.8206,-0.01371,0,0.8207,-0.04784,2.987,2.73,0
0.8174,-0.01362,0,0.8175,-0.04667,3.026,2.73,0
0.815,-0.01355,0,0.8151,-0.0458,3.055,2.73,0
0.8139,-0.01352,0,0.814,-0.04539,3.068,2.73,0
0.804,-0.01317,0,0.8041,-0.05144,2.864,2.74,0
0.8029,-0.01315,0,0.803,-0.05107,2.877,2.74,0
0.8006,-0.01309,0,0.8007,-0.05025,2.905,2.74,0
0.7974,-0.01301,0,0.7975,-0.04912,2.945,2.74,0
0.7939,-0.01292,0,0.794,-0.04786,2.987,2.74,0
0.7907,-0.01284,0,0.7908,-0.04669,3.026,2.74,0
0.7883,-0.01277,0,0.7884,-0.04581,3.055,2.74,0
0.7873,-0.01274,0,0.7874,-0.04541,3.068,2.74,0
0.7842,-0.0126,0,0.7843,-0.05145,2.864,2.747,0
0.7831,-0.01257,0,0.7832,-0.05108,2.877,2.747,0
0.7808,-0.01252,0,0.7809,-0.05026,2.905,2.747,0
0.7776,-0.01244,0,0.7777,-0.04913,2.945,2.747,0
0.7741,-0.01236,0,0.7742,-0.04787,2.987,2.747,0
0.771,-0.01227,0,0.7711,-0.0467,3.026,2.747,0
0.7687,-0.01221,0,0.7688,-0.04583,3.055,2.747,0
0.7676,-0.01218,0,0.7677,-0.04542,3.068,2.747,0
0.775,-0.01234,0,0.7751,-0.05145,2.864,2.75,0
0.774,-0.01231,0,0.7741,-0.05108,2.877,2.75,0
0.7716,-0.01226,0,0.7717,-0.05027,2.905,2.75,0
0.7685,-0.01218,0,0.7686,-0.04914,2.945,2.75,0
0.765,-0.0121,0,0.7651,-0.04788,2.987,2.75,0
0.7619,-0.01201,0,0.762,-0.0467,3.026,2.75,0
0.7596,-0.01195,0,0.7597,-0.04583,3.055,2.75,0
0.7585,-0.01192,0,0.7586,-0.04543,3.068,2.75,0
0.8963,-0.01604,0,0.8965,-0.04535,3.068,2.7,0
0.8952,-0.01601,0,0.8954,-0.04494,3.081,2.7,0
0.8928,-0.01593,0,0.893,-0.04405,3.11,2.7,0
0.8895,-0.01582,0,0.8897,-0.04281,3.149,2.7,0
0.886,-0.0157,0,0.8861,-0.04144,3.192,2.7,0
0.8827,-0.01559,0,0.8828,-0.04017,3.231,2.7,0
0.8803,-0.0155,0,0.8804,-0.03923,3.26,2.7,0
0.8792,-0.01546,0,0.8794,-0.0388,3.273,2.7,0
0.8877,-0.01577,0,0.8879,-0.04535,3.068,2.703,0
0.8866,-0.01574,0,0.8868,-0.04494,3.081,2.703,0
0.8842,-0.01566,0,0.8844,-0.04405,3.11,2.703,0
0.881,-0.01556,0,0.8811,-0.04282,3.149,2.703,0
0.8774,-0.01543,0,0.8775,-0.04145,3.192,2.703,0
0.8741,-0.01532,0,0.8743,-0.04018,3.231,2.703,0
0.8717,-0.01523,0,0.8719,-0.03924,3.26,2.703,0
0.8707,-0.01519,0,0.8708,-0.03881,3.273,2.703,0
0.8688,-0.01518,0,0.869,-0.04536,3.068,2.71,0
0.8677,-0.01515,0,0.8679,-0.04496,3.081,2.71,0
0.8654,-0.01508,0,0.8655,-0.04406,3.11,2.71,0
0.8621,-0.01497,0,0.8622,-0.04283,3.149,2.71,0
0.8585,-0.01485,0,0.8587,-0.04146,3.192,2.71,0
0.8553,-0.01474,0,0.8554,-0.04019,3.231,2.71,0
0.8529,-0.01465,0,0.8531,-0.03925,3.26,2.71,0
0.8519,-0.01461,0,0.852,-0.03882,3.273,2.71,0
0.8428,-0.01439,0,0.8429,-0.04538,3.068,2.72,0
0.8417,-0.01435,0,0.8418,-0.04497,3.081,2.72,0
0.8393,-0.01428,0,0.8394,-0.04408,3.11,2.72,0
0.8361,-0.01418,0,0.8362,-0.04285,3.149,2.72,0
0.8326,-0.01406,0,0.8327,-0.04148,3.192,2.72,0
0.8294,-0.01395,0,0.8295,-0.04021,3.231,2.72,0
0.827,-0.01387,0,0.8271,-0.03927,3.26,2.72,0
0.8259,-0.01383,0,0.8261,-0.03884,3.273,2.72,0
0.8139,-0.01352,0,0.814,-0.04539,3.068,2.73,0
0.8128,-0.01349,0,0.813,-0.04499,3.081,2.73,0
0.8105,-0.01342,0,0.8106,-0.0441,3.11,2.73,0
0.8073,-0.01332,0,0.8074,-0.04287,3.149,2.73,0
0.8038,-0.01321,0,0.8039,-0.0415,3.192,2.73,0
0.8007,-0.0131,0,0.8008,-0.04023,3.231,2.73,0
0.7984,-0.01302,0,0.7985,-0.0393,3.26,2.73,0
0.7973,-0.01298,0,0.7974,-0.03887,3.273,2.73,0
0.7873,-0.01274,0,0.7874,-0.04541,3.068,2.74,0
0.7862,-0.01271,0,0.7863,-0.04501,3.081,2.74,0
0.7839,-0.01264,0,0.784,-0.04412,3.11,2.74,0
0.7807,-0.01255,0,0.7808,-0.04289,3.149,2.74,0
0.7773,-0.01244,0,0.7774,-0.04152,3.192,2.74,0
0.7742,-0.01233,0,0.7743,-0.04026,3.231,2.74,0
0.7719,-0.01226,0,0.772,-0.03932,3.26,2.74,0
0.7709,-0.01222,0,0.771,-0.03889,3.273,2.74,0
0.7676,-0.01218,0,0.7677,-0.04542,3.068,2.747,0
0.7665,-0.01215,0,0.7666,-0.04502,3.081,2.747,0
0.7643,-0.01208,0,0.7644,-0.04413,3.11,2.747,0
0.7611,-0.01199,0,0.7612,-0.0429,3.149,2.747,0
0.7577,-0.01188,0,0.7578,-0.04154,3.192,2.747,0
0.7546,-0.01178,0,0.7547,-0.04027,3.231,2.747,0
0.7524,-0.0117,0,0.7525,-0.03934,3.26,2.747,0
0.7514,-0.01167,0,0.7515,-0.03891,3.273,2.747,0
0.7585,-0.01192,0,0.7586,-0.04543,3.068,2.75,0
0.7575,-0.01189,0,0.7576,-0.04503,3.081,2.75,0
0.7552,-0.01182,0,0.7553,-0.04414,3.11,2.75,0
0.7521,-0.01173,0,0.7522,-0.04291,3.149,2.75,0
0.7487,-0.01163,0,0.7488,-0.04154,3.192,2.75,0
0.7457,-0.01153,0,0.7457,-0.04028,3.231,2.75,0
0.7434,-0.01145,0,0.7435,-0.03935,3.26,2.75,0
0.7424,-0.01142,0,0.7425,-0.03891,3.273,2.75,0
0.8792,-0.01546,0,0.8794,-0.0388,3.273,2.7,0
0.8781,-0.01542,0,0.8783,-0.03836,3.286,2.7,0
0.8758,-0.01532,0,0.8759,-0.03741,3.314,2.7,0
0.8725,-0.01519,0,0.8727,-0.0361,3.354,2.7,0
0.869,-0.01505,0,0.8691,-0.03464,3.396,2.7,0
0.8658,-0.01491,0,0.8659,-0.0333,3.436,2.7,0
0.8635,-0.0148,0,0.8636,-0.03231,3.464,2.7,0
0.8624,-0.01475,0,0.8625,-0.03185,3.477,2.7,0
0.8707,-0.01519,0,0.8708,-0.03881,3.273,2.703,0
0.8696,-0.01515,0,0.8697,-0.03837,3.286,2.703,0
0.8672,-0.01506,0,0.8673,-0.03742,3.314,2.703,0
0.864,-0.01493,0,0.8641,-0.0361,3.354,2.703,0
0.8605,-0.01478,0,0.8606,-0.03465,3.396,2.703,0
0.8573,-0.01465,0,0.8574,-0.03331,3.436,2.703,0
0.855,-0.01454,0,0.8551,-0.03232,3.464,2.703,0
